id,created_at,character,char_json_data
1073,2026-02-19 21:56:15.644867+00,η,"{""letter"":""η"",""timestamp"":""2026-02-19T21:56:15.737Z"",""num_strokes"":1,""strokes"":[[[239.51207733154297,173.2386474609375,0],[239.51207733154297,173.2386474609375,0.065],[240.42613983154297,171.53482055664062,0.082],[243.80718231201172,166.92507934570312,0.102],[247.34163665771484,161.99325561523438,0.114],[251.95528411865234,157.31820678710938,0.13],[257.01847076416016,153.57672119140625,0.147],[260.95348358154297,151.54867553710938,0.164],[264.93750762939453,150.70278930664062,0.181],[268.87679290771484,151.00357055664062,0.197],[271.41585540771484,152.8167724609375,0.214],[273.64774322509766,157.93572998046875,0.23],[274.74361419677734,164.098388671875,0.247],[275.18575286865234,170.38922119140625,0.264],[275.4790573120117,177.1331787109375,0.281],[275.4790573120117,182.93649291992188,0.297],[275.1157760620117,186.715576171875,0.314],[275.1157760620117,188.36932373046875,0.331],[274.7524948120117,189.864013671875,0.347],[274.7524948120117,190.5042724609375,0.364],[275.06678009033203,189.32955932617188,0.381],[275.8199691772461,183.54901123046875,0.398],[277.31783294677734,175.23934936523438,0.414],[280.1040573120117,166.80291748046875,0.431],[283.40662384033203,160.13388061523438,0.447],[286.37574005126953,155.793701171875,0.464],[288.2574691772461,153.76071166992188,0.481],[290.82210540771484,153.24716186523438,0.498],[292.04759979248047,153.24716186523438,0.514],[295.03907012939453,156.61294555664062,0.531],[299.2354507446289,164.43572998046875,0.547],[304.3292007446289,175.35552978515625,0.564],[308.8760757446289,186.6214599609375,0.581],[313.6821823120117,199.20211791992188,0.598],[318.2901382446289,215.53305053710938,0.615],[319.9165573120117,226.76812744140625,0.631],[320.16478729248047,227.76138305664062,0.636]]]}"
1074,2026-02-19 21:56:17.841192+00,Ι,"{""letter"":""Ι"",""timestamp"":""2026-02-19T21:56:17.924Z"",""num_strokes"":1,""strokes"":[[[262.03694915771484,107.81146240234375,0],[262.03694915771484,107.81146240234375,0.033],[261.71947479248047,127.614013671875,0.116],[260.59163665771484,140.80221557617188,0.133],[259.5191879272461,152.94140625,0.15],[258.39525604248047,165.32742309570312,0.167],[258.40377044677734,175.56539916992188,0.183],[258.40377044677734,181.29586791992188,0.2],[258.40377044677734,187.70028686523438,0.217],[258.91478729248047,194.11578369140625,0.233],[260.03551483154297,199.58169555664062,0.25],[260.79830169677734,203.90341186523438,0.267],[262.29190826416016,208.1722412109375,0.283],[264.0415573120117,212.50787353515625,0.3],[266.6924819946289,217.08599853515625,0.317],[268.9463882446289,279.04759216308594,0.334],[270.08203887939453,280.54368591308594,0.35],[271.2251510620117,281.32386779785156,0.367],[271.9751510620117,281.94496154785156,0.383],[272.20919036865234,282.4900665283203,0.4],[272.20919036865234,282.85374450683594,0.417],[266.74681854248047,281.42189025878906,0.451],[260.0699691772461,280.22377014160156,0.467],[253.27664947509766,279.7642059326172,0.484],[244.38069915771484,280.47483825683594,0.5],[234.02806854248047,283.9392852783203,0.517],[228.25000762939453,287.7606658935547,0.528]]]}"
1075,2026-02-19 21:56:19.595873+00,ι,"{""letter"":""ι"",""timestamp"":""2026-02-19T21:56:19.660Z"",""num_strokes"":1,""strokes"":[[[276.5689010620117,141.25213623046875,0],[276.5689010620117,141.25213623046875,0.034],[271.8228073120117,160.02984619140625,0.149],[268.4165573120117,169.92367553710938,0.166],[264.30008697509766,180.29977416992188,0.183],[261.40518951416016,189.94247436523438,0.2],[260.22017669677734,256.35939025878906,0.218],[261.43289947509766,260.01780700683594,0.234],[266.06180572509766,266.34376525878906,0.254],[271.6548385620117,271.10548400878906,0.267],[277.66480255126953,274.09486389160156,0.284],[283.85938262939453,275.40235900878906,0.3],[288.92118072509766,275.40235900878906,0.314]]]}"
1076,2026-02-19 21:56:23.828914+00,Ο,"{""letter"":""Ο"",""timestamp"":""2026-02-19T21:56:23.922Z"",""num_strokes"":1,""strokes"":[[[303.45313262939453,205.61329650878906,0],[303.45313262939453,205.61329650878906,0.058],[292.36612701416016,204.88600158691406,0.093],[278.7667007446289,205.5493621826172,0.106],[265.49219512939453,208.1068878173828,0.123],[255.30611419677734,211.90162658691406,0.14],[246.3760757446289,217.14915466308594,0.156],[236.89844512939453,224.58522033691406,0.173],[229.7730941772461,232.70384216308594,0.19],[224.6779327392578,241.6431121826172,0.206],[220.38743591308594,251.38499450683594,0.223],[217.8260040283203,261.3110809326172,0.24],[216.98757934570312,269.7642059326172,0.257],[216.9357452392578,279.66050720214844,0.273],[218.0596694946289,291.29722595214844,0.29],[219.91265106201172,301.37611389160156,0.306],[222.57422637939453,309.57252502441406,0.323],[226.23899841308594,317.58485412597656,0.339],[231.89134216308594,325.2080841064453,0.356],[239.26598358154297,331.6580352783203,0.373],[246.57743072509766,336.30079650878906,0.389],[254.41407012939453,340.1573028564453,0.406],[263.06180572509766,342.81251525878906,0.423],[271.4829635620117,344.7368927001953,0.44],[281.0401382446289,345.55470275878906,0.456],[291.7326126098633,344.8373565673828,0.473],[303.1996078491211,343.2791290283203,0.49],[314.6040573120117,340.64491271972656,0.507],[325.32884979248047,336.8728790283203,0.523],[336.4517135620117,331.6342315673828,0.54],[346.0596694946289,324.56642150878906,0.557],[354.1583938598633,316.3955841064453,0.574],[361.1168441772461,307.0415496826172,0.591],[366.1001510620117,296.9431915283203,0.607],[368.81002044677734,286.3142852783203,0.624],[369.9367904663086,275.1157684326172,0.641],[368.70455169677734,261.82533264160156,0.657],[365.61153411865234,248.6889190673828,0.674],[360.0895004272461,235.96058654785156,0.691],[352.50321197509766,223.9755096435547,0.707],[342.12252044677734,213.95738220214844,0.724],[327.59517669677734,205.37220764160156,0.741],[308.8526382446289,198.9353790283203,0.757],[286.51953887939453,193.92222595214844,0.774],[264.57991790771484,192.16407775878906,0.792]]]}"
1078,2026-02-19 21:56:30.344098+00,Υ,"{""letter"":""Υ"",""timestamp"":""2026-02-19T21:56:30.407Z"",""num_strokes"":2,""strokes"":[[[219.5309066772461,189.6196746826172,0],[219.5309066772461,189.6196746826172,0.008],[224.5934066772461,197.2205352783203,0.058],[234.2706069946289,215.2720184326172,0.075],[244.78694915771484,234.60374450683594,0.091],[254.7887191772461,253.3348846435547,0.108],[265.7212448120117,272.06642150878906,0.125],[275.63106536865234,290.60972595214844,0.141],[285.26953887939453,308.81178283691406,0.158],[293.8363265991211,324.40516662597656,0.174],[299.9513626098633,335.94496154785156,0.191],[304.0831069946289,343.5443878173828,0.208],[305.26953887939453,345.5873565673828,0.224],[304.90625762939453,345.19142150878906,0.241],[304.90625762939453,345.19142150878906,0.246]],[[311.0824203491211,221.96986389160156,0],[311.0824203491211,221.96986389160156,0.056],[293.34517669677734,237.2017059326172,0.122],[282.55506134033203,250.69602966308594,0.138],[273.30115509033203,263.13209533691406,0.155],[267.01953887939453,270.8973846435547,0.172],[266.03304290771484,272.13108825683594,0.177]]]}"
1079,2026-02-19 21:56:32.196569+00,υ,"{""letter"":""υ"",""timestamp"":""2026-02-19T21:56:32.236Z"",""num_strokes"":1,""strokes"":[[[249.3213882446289,184.14312744140625,0],[249.3213882446289,184.14312744140625,0.022],[250.81676483154297,195.10552978515625,0.106],[251.5010757446289,207.6253662109375,0.121],[251.8643569946289,220.37606811523438,0.138],[252.79972076416016,233.48544311523438,0.154],[254.85938262939453,243.74539184570312,0.171],[257.79903411865234,251.39028930664062,0.187],[260.4307632446289,255.90945434570312,0.204],[264.17578887939453,260.4446105957031,0.222],[268.31429290771484,263.0704040527344,0.238],[273.23902130126953,264.8370056152344,0.255],[278.3643569946289,265.1434631347656,0.271],[285.42366790771484,263.8604431152344,0.288],[290.8579635620117,260.0319519042969,0.304],[293.28055572509766,254.85617065429688,0.321],[293.38814544677734,247.01278686523438,0.338],[291.61258697509766,236.06256103515625,0.355],[288.0973129272461,225.37820434570312,0.371],[284.69605255126953,216.44430541992188,0.388],[283.08277130126953,212.83309936523438,0.405],[283.51351165771484,211.76812744140625,0.421],[287.10440826416016,211.40447998046875,0.438]]]}"
1080,2026-02-19 21:56:36.932376+00,Ω,"{""letter"":""Ω"",""timestamp"":""2026-02-19T21:56:37.023Z"",""num_strokes"":2,""strokes"":[[[345.9591751098633,188.1658477783203,0],[345.9591751098633,188.1658477783203,0.021],[334.90164947509766,182.12074279785156,0.053],[318.0035629272461,180.5326690673828,0.07],[302.79759979248047,181.80787658691406,0.087],[285.8213882446289,184.3387908935547,0.104],[270.62964630126953,188.08705139160156,0.12],[258.32103729248047,194.03126525878906,0.136],[248.98653411865234,201.94993591308594,0.153],[241.18785858154297,211.54261779785156,0.17],[235.88106536865234,222.5102996826172,0.186],[233.19851684570312,234.02662658691406,0.203],[232.7482452392578,245.47691345214844,0.22],[235.22124481201172,256.87181091308594,0.237],[240.86507415771484,268.93431091308594,0.253],[248.56713104248047,279.31712341308594,0.27],[256.76988983154297,286.97377014160156,0.286],[266.9439010620117,292.26918029785156,0.303],[277.72017669677734,295.3334503173828,0.32],[291.33345794677734,296.12074279785156,0.336],[305.06641387939453,295.3306121826172,0.353],[320.6978073120117,292.42933654785156,0.37],[335.24788665771484,287.12925720214844,0.387],[348.97798919677734,279.40736389160156,0.404],[360.0380325317383,269.67649841308594,0.42],[367.45455169677734,259.51780700683594,0.437],[371.6793441772461,247.78550720214844,0.454],[372.4801254272461,238.54331970214844,0.47],[368.5110092163086,225.67579650878906,0.487],[356.68680572509766,210.5717315673828,0.504],[341.6740188598633,198.6509246826172,0.521],[325.76493072509766,190.6392059326172,0.537],[309.1193313598633,186.7947540283203,0.554],[292.3629379272461,185.25782775878906,0.57],[278.33028411865234,185.85548400878906,0.588],[264.93148040771484,189.17613220214844,0.604],[251.46236419677734,195.5962371826172,0.621],[240.48616790771484,205.2127227783203,0.637],[236.60582733154297,210.3384246826172,0.644]],[[336.51351165771484,363.7290802001953,0],[336.51351165771484,363.7290802001953,0.022],[296.65767669677734,357.19813537597656,0.086],[275.83914947509766,355.3689727783203,0.103],[260.00606536865234,355.46913146972656,0.12],[243.89702606201172,356.31568908691406,0.136],[235.51598358154297,356.8228302001953,0.145]]]}"
1081,2026-02-19 21:56:38.85972+00,ω,"{""letter"":""ω"",""timestamp"":""2026-02-19T21:56:38.922Z"",""num_strokes"":1,""strokes"":[[[256.22408294677734,197.59234619140625,0],[256.22408294677734,197.59234619140625,0.034],[254.29369354248047,207.83950805664062,0.116],[253.16690826416016,216.91122436523438,0.133],[253.53018951416016,230.88851928710938,0.149],[256.78658294677734,244.15341186523438,0.167],[262.2901382446289,252.63742065429688,0.182],[268.08345794677734,256.9080505371094,0.199],[273.4659194946289,258.9719543457031,0.215],[274.3473129272461,259.0213317871094,0.232],[277.57706451416016,258.6783142089844,0.249],[282.9282760620117,256.7670593261719,0.266],[286.8902816772461,252.98190307617188,0.283],[289.15555572509766,247.04937744140625,0.299],[290.01102447509766,240.3480224609375,0.316],[290.01102447509766,233.641357421875,0.333],[290.01102447509766,227.84381103515625,0.349],[290.01102447509766,224.67153930664062,0.366],[290.01102447509766,223.098388671875,0.382],[289.64774322509766,222.12750244140625,0.399],[289.28446197509766,224.2113037109375,0.433],[288.92118072509766,228.45318603515625,0.449],[289.28446197509766,234.469482421875,0.466],[290.80469512939453,241.85162353515625,0.483],[294.57494354248047,249.78408813476562,0.499],[300.04085540771484,257.3231506347656,0.516],[305.9066390991211,262.7173767089844,0.533],[313.96805572509766,266.5582580566406,0.549],[321.5646438598633,267.7447204589844,0.566],[329.05931854248047,266.6960144042969,0.583],[338.09838104248047,261.4073181152344,0.6],[343.6573257446289,254.09628295898438,0.617],[346.3224563598633,245.41976928710938,0.633],[345.30611419677734,235.2542724609375,0.65],[340.2837448120117,223.106201171875,0.667],[332.0088882446289,212.71343994140625,0.683],[322.3505325317383,205.22946166992188,0.7],[310.3512191772461,199.27487182617188,0.717],[299.9229507446289,193.48971557617188,0.734],[296.5504379272461,191.41305541992188,0.74]]]}"
1082,2026-02-19 21:56:41.191272+00,Α,"{""letter"":""Α"",""timestamp"":""2026-02-19T21:56:41.255Z"",""num_strokes"":1,""strokes"":[[[282.74503326416016,153.24716186523438,0],[279.85477447509766,174.57244873046875,0.088],[276.3814010620117,193.66412353515625,0.103],[272.6704635620117,211.67294311523438,0.12],[268.9463882446289,225.30825805664062,0.137],[265.35228729248047,240.36724853515625,0.154],[262.35157012939453,254.38174438476562,0.171],[259.9751510620117,265.7102355957031,0.187],[258.80611419677734,273.7294006347656,0.205],[258.40377044677734,276.7855529785156,0.221],[258.40377044677734,277.3771667480469,0.237],[258.40377044677734,276.8082580566406,0.271],[258.8512191772461,273.5043029785156,0.287],[260.3228073120117,265.3682556152344,0.304],[262.80257415771484,251.63955688476562,0.321],[266.04581451416016,232.42330932617188,0.338],[270.28409576416016,208.43182373046875,0.354],[274.6612319946289,184.46237182617188,0.371],[278.46521759033203,161.85446166992188,0.388],[282.59981536865234,142.70419311523438,0.405],[286.0270004272461,129.94744873046875,0.421],[288.60620880126953,124.43466186523438,0.438],[289.1026382446289,123.44140625,0.455],[289.41194915771484,125.16940307617188,0.471],[291.36792755126953,135.35446166992188,0.488],[293.6807632446289,212.5248565673828,0.505],[295.5323257446289,235.1200408935547,0.522],[298.7560501098633,260.0912628173828,0.539],[302.6488265991211,284.36155700683594,0.555],[307.91548919677734,304.5291290283203,0.572],[314.24610137939453,319.94142150878906,0.588],[321.34056854248047,332.91481018066406,0.605],[326.2042007446289,341.13172912597656,0.622],[328.5206069946289,343.83815002441406,0.638],[329.61080169677734,344.10084533691406,0.655],[329.24752044677734,343.04188537597656,0.671],[329.0387191772461,336.61610412597656,0.688],[327.2738265991211,324.98439025878906,0.705],[322.6019515991211,310.91481018066406,0.722],[314.72977447509766,295.3689727783203,0.739],[305.7425765991211,282.11720275878906,0.755],[296.7074203491211,271.2201690673828,0.773],[286.7809066772461,263.19142150878906,0.789],[275.86402130126953,257.52735900878906,0.806],[264.22090911865234,254.17506408691406,0.823],[253.44922637939453,253.22975158691406,0.839],[244.22550201416016,253.22975158691406,0.856],[235.20919036865234,253.22975158691406,0.873],[234.42613983154297,253.22975158691406,0.876]]]}"
1083,2026-02-19 21:56:45.145551+00,α,"{""letter"":""α"",""timestamp"":""2026-02-19T21:56:45.171Z"",""num_strokes"":1,""strokes"":[[[287.10440826416016,180.8963165283203,0],[287.10440826416016,180.8963165283203,0.026],[262.63423919677734,184.5568084716797,0.092],[251.52877044677734,190.7801971435547,0.109],[243.64702606201172,196.78550720214844,0.126],[235.7340316772461,205.0799102783203,0.142],[229.88033294677734,214.3455352783203,0.159],[225.60157012939453,225.71311950683594,0.176],[222.9002227783203,237.33030700683594,0.192],[222.75533294677734,248.14280700683594,0.212],[224.8565444946289,257.94749450683594,0.229],[230.46875762939453,267.0877227783203,0.246],[239.65164947509766,273.83628845214844,0.261],[250.69390106201172,278.0642852783203,0.277],[264.13851165771484,279.7642059326172,0.294],[276.74610137939453,279.14955139160156,0.311],[291.37784576416016,276.32350158691406,0.327],[305.2340316772461,271.05824279785156,0.344],[317.46094512939453,263.97230529785156,0.361],[327.2042007446289,254.03160095214844,0.379],[334.30150604248047,241.74147033691406,0.394],[336.83914947509766,227.94566345214844,0.41],[335.78694915771484,210.7045440673828,0.427],[330.96947479248047,193.42933654785156,0.443],[323.39916229248047,181.8377227783203,0.459],[312.0394515991211,175.15736389160156,0.476],[298.6598129272461,173.4506378173828,0.493],[283.5010757446289,176.1622772216797,0.51],[268.0973129272461,182.22621154785156,0.526],[254.1963882446289,190.8970184326172,0.543],[241.67118072509766,201.4506378173828,0.56],[230.55718231201172,212.63246154785156,0.577],[222.95242309570312,223.93360900878906,0.594],[218.4215316772461,235.15235900878906,0.61],[217.7862319946289,245.95704650878906,0.627],[220.84446716308594,253.8061065673828,0.644],[227.5511474609375,262.1850128173828,0.66],[237.9659194946289,268.0951690673828,0.677],[250.47090911865234,271.83811950683594,0.694],[265.79618072509766,273.2212371826172,0.711],[282.2535629272461,272.63783264160156,0.727],[299.75284576416016,268.9744415283203,0.744],[316.41407012939453,262.73081970214844,0.761],[330.3285140991211,254.42543029785156,0.777],[341.8732376098633,243.61830139160156,0.794],[348.53836822509766,231.10121154785156,0.811],[353.6143569946289,215.52415466308594,0.827],[356.5746078491211,201.3568878173828,0.844],[357.9481887817383,190.8224334716797,0.861],[357.5849075317383,184.9169158935547,0.877],[357.03978729248047,183.9857940673828,0.894],[355.3487319946289,185.02769470214844,0.911],[349.0348129272461,192.97267150878906,0.928],[341.7833938598633,208.24330139160156,0.944],[334.52735137939453,224.93821716308594,0.961],[327.7606887817383,241.6196746826172,0.978],[323.1747512817383,258.0877227783203,0.995],[322.5362319946289,275.54298400878906,1.011],[325.0888137817383,288.7279815673828,1.028],[327.4307632446289,294.6669158935547,1.036]]]}"
1084,2026-02-19 21:56:47.201293+00,Ε,"{""letter"":""Ε"",""timestamp"":""2026-02-19T21:56:47.250Z"",""num_strokes"":1,""strokes"":[[[315.0785140991211,102.72265625,0],[322.0785140991211,99.94284057617188,0.04],[329.98758697509766,96.61080932617188,0.052],[334.1410140991211,94.5550537109375,0.068],[335.61649322509766,93.61297607421875,0.085],[336.51351165771484,91.09127807617188,0.101],[333.5919876098633,89.77664184570312,0.118],[326.6768569946289,87.867919921875,0.135],[317.5934066772461,87.09271240234375,0.152],[309.5440444946289,87.94784545898438,0.169],[302.0142135620117,90.21453857421875,0.185],[292.9769515991211,93.55828857421875,0.202],[285.08203887939453,97.684326171875,0.218],[279.60974884033203,102.7855224609375,0.235],[276.78409576416016,108.61932373046875,0.252],[274.83773040771484,115.29586791992188,0.268],[274.3892135620117,122.13140869140625,0.285],[275.05542755126953,127.4417724609375,0.302],[279.65662384033203,135.22372436523438,0.319],[288.01172637939453,142.06930541992188,0.335],[298.2770004272461,146.81356811523438,0.352],[310.4034194946289,150.18679809570312,0.369],[322.2354507446289,152.45562744140625,0.385],[331.9481887817383,153.24716186523438,0.402],[337.9457015991211,152.34375,0.419],[339.9911575317383,151.01315307617188,0.435],[339.8345260620117,149.66372680664062,0.452],[334.6548385620117,146.19140625,0.469],[326.41727447509766,142.7347412109375,0.486],[314.0987319946289,139.72906494140625,0.502],[301.5628890991211,137.55044555664062,0.519],[288.03267669677734,137.32778930664062,0.536],[274.28907012939453,139.54937744140625,0.552],[261.39595794677734,144.9808349609375,0.569],[250.12642669677734,152.53765869140625,0.586],[240.85938262939453,162.26278686523438,0.603],[233.97550201416016,173.41372680664062,0.619],[229.4431915283203,184.52557373046875,0.636],[227.92864227294922,194.30575561523438,0.652],[228.2205352783203,204.2347412109375,0.669],[230.8785629272461,215.23190307617188,0.686],[236.61934661865234,224.04586791992188,0.703],[246.37963104248047,230.2191162109375,0.72],[259.86363983154297,233.68963623046875,0.736],[276.29476165771484,234.30435180664062,0.753],[294.71024322509766,232.44430541992188,0.77],[312.56713104248047,229.57244873046875,0.786],[327.5557632446289,226.84664916992188,0.803],[339.69922637939453,225.26177978515625,0.82],[347.29830169677734,223.44537353515625,0.836],[352.09375762939453,219.80612182617188,0.853],[353.5884323120117,217.58383178710938,0.859]]]}"
1085,2026-02-19 21:56:51.061374+00,ε,"{""letter"":""ε"",""timestamp"":""2026-02-19T21:56:51.107Z"",""num_strokes"":1,""strokes"":[[[313.2621078491211,174.3533477783203,0],[313.2621078491211,174.3533477783203,0.042],[294.2368698120117,172.53587341308594,0.141],[284.24539947509766,173.89878845214844,0.157],[276.58809661865234,176.1626434326172,0.174],[270.70703887939453,178.9627227783203,0.191],[267.35582733154297,182.37855529785156,0.208],[267.12288665771484,184.7127227783203,0.224],[268.98511505126953,186.39418029785156,0.241],[274.92118072509766,190.52308654785156,0.258],[283.61612701416016,194.2720184326172,0.274],[293.86258697509766,197.05931091308594,0.291],[301.9645004272461,198.6114959716797,0.308],[309.34554290771484,199.07032775878906,0.325],[313.22728729248047,198.34339904785156,0.341],[314.3519515991211,197.2528533935547,0.358],[313.59554290771484,196.10267639160156,0.375],[311.01741790771484,192.1850128173828,0.391],[305.76172637939453,189.0170440673828,0.409],[299.2940444946289,187.2904815673828,0.425],[291.8824691772461,187.07533264160156,0.442],[283.57564544677734,188.2919158935547,0.459],[274.8941879272461,190.7841033935547,0.476],[266.45348358154297,194.83168029785156,0.492],[259.68965911865234,199.60157775878906,0.509],[256.20919036865234,206.06712341308594,0.525],[256.07173919677734,215.02952575683594,0.542],[261.18750762939453,226.6239471435547,0.558],[270.1768569946289,236.30079650878906,0.575],[281.86222076416016,242.39418029785156,0.592],[295.1332015991211,245.63600158691406,0.608],[306.1754379272461,245.73793029785156,0.625],[317.1232376098633,244.60191345214844,0.642],[325.3910140991211,242.8842315673828,0.659],[330.9091262817383,240.9744415283203,0.675],[332.15377044677734,240.14418029785156,0.687]]]}"
1086,2026-02-19 21:56:53.319118+00,Η,"{""letter"":""Η"",""timestamp"":""2026-02-19T21:56:53.363Z"",""num_strokes"":2,""strokes"":[[[290.37430572509766,106.72088623046875,0],[290.37430572509766,106.72088623046875,0.018],[283.94710540771484,144.13034057617188,0.1],[280.56002044677734,158.719482421875,0.117],[277.9009323120117,172.45135498046875,0.134],[275.6104507446289,185.53414916992188,0.151],[273.87642669677734,197.78024291992188,0.167],[272.77381134033203,209.39169311523438,0.184],[271.9776382446289,218.61117553710938,0.2],[272.20919036865234,223.39596557617188,0.217],[272.20919036865234,224.49008178710938,0.23]],[[327.7940444946289,116.8984375,0],[327.7940444946289,116.8984375,0.025],[320.65946197509766,160.78482055664062,0.124],[317.47408294677734,177.54547119140625,0.141],[315.2145004272461,192.71099853515625,0.158],[314.38175201416016,204.23190307617188,0.175],[314.3519515991211,211.23687744140625,0.192],[314.3519515991211,211.76031494140625,0.208],[315.0785140991211,212.13180541992188,0.225],[316.6676254272461,212.0863037109375,0.242],[320.5948257446289,209.60653686523438,0.259],[324.57352447509766,205.539794921875,0.275],[326.5106887817383,201.46881103515625,0.292],[327.0674819946289,195.23403930664062,0.309],[324.0919876098633,184.13677978515625,0.325],[315.26351165771484,170.81997680664062,0.342],[303.9201126098633,158.39276123046875,0.359],[290.84305572509766,150.39205932617188,0.376],[277.66870880126953,146.70602416992188,0.392],[264.3785629272461,146.918701171875,0.409],[249.03942108154297,152.59375,0.426],[238.42223358154297,161.97088623046875,0.442]]]}"
1087,2026-02-19 21:56:56.880681+00,η,"{""letter"":""η"",""timestamp"":""2026-02-19T21:56:56.930Z"",""num_strokes"":1,""strokes"":[[[264.21663665771484,203.7958221435547,0],[264.21663665771484,203.7958221435547,0.015],[264.57884979248047,222.34303283691406,0.099],[264.21663665771484,232.09486389160156,0.115],[263.85335540771484,239.86293029785156,0.131],[263.85335540771484,244.00608825683594,0.148],[263.85335540771484,245.73265075683594,0.165],[264.39844512939453,247.05043029785156,0.181],[267.47017669677734,243.92189025878906,0.216],[271.62891387939453,238.39772033691406,0.232],[276.31678009033203,231.77345275878906,0.248],[281.34449005126953,224.45140075683594,0.264],[286.4815444946289,217.81605529785156,0.281],[290.92188262939453,212.3348846435547,0.298],[294.2248001098633,209.8661346435547,0.314],[297.71875762939453,209.2478790283203,0.331],[299.55150604248047,210.79652404785156,0.348],[303.11791229248047,215.31605529785156,0.365],[305.67118072509766,221.7595977783203,0.381],[307.72054290771484,231.3192596435547,0.398],[308.17578887939453,242.2904815673828,0.415],[308.17578887939453,254.5990753173828,0.432],[308.89595794677734,266.9637908935547,0.448],[309.78055572509766,280.23439025878906,0.465],[311.4457015991211,293.9399871826172,0.481]]]}"
1088,2026-02-19 21:56:58.568622+00,Ι,"{""letter"":""Ι"",""timestamp"":""2026-02-19T21:56:58.631Z"",""num_strokes"":1,""strokes"":[[[277.6587448120117,116.17153930664062,0],[277.6587448120117,116.17153930664062,0.038],[276.9645004272461,129.1953125,0.102],[275.45313262939453,145.62643432617188,0.119],[273.18965911865234,162.137451171875,0.136],[270.62821197509766,175.94107055664062,0.153],[269.7120132446289,183.41122436523438,0.17],[268.9410629272461,192.4925537109375,0.186],[268.93965911865234,200.41696166992188,0.204],[270.20777130126953,206.39810180664062,0.22],[272.9215316772461,211.87039184570312,0.237],[276.31324005126953,215.35369873046875,0.253],[280.5831069946289,217.04302978515625,0.27],[284.29830169677734,217.58383178710938,0.287],[285.92472076416016,217.94744873046875,0.304],[286.9229507446289,217.94744873046875,0.32],[285.65128326416016,217.58383178710938,0.337],[277.20137786865234,214.8870849609375,0.354],[266.20348358154297,211.58416748046875,0.37],[255.45528411865234,209.58737182617188,0.387],[245.15235137939453,209.83990478515625,0.404],[233.56250762939453,213.29049682617188,0.42],[222.0472412109375,219.41726684570312,0.437],[220.2574691772461,220.49185180664062,0.441]]]}"
1089,2026-02-19 21:57:00.012596+00,ι,"{""letter"":""ι"",""timestamp"":""2026-02-19T21:57:00.080Z"",""num_strokes"":1,""strokes"":[[[293.64383697509766,173.965576171875,0],[293.64383697509766,173.965576171875,0.025],[284.9893569946289,188.3753662109375,0.107],[280.08524322509766,197.58209228515625,0.124],[276.1221694946289,207.656982421875,0.14],[272.95137786865234,217.15875244140625,0.157],[270.94922637939453,224.61471557617188,0.173],[270.56856536865234,229.91940307617188,0.19],[271.15450286865234,231.63104248046875,0.206],[274.8902816772461,234.67791748046875,0.223],[282.15413665771484,237.17974853515625,0.24],[290.31429290771484,238.29403686523438,0.256],[297.7848129272461,238.66619873046875,0.273],[303.0767135620117,238.66619873046875,0.29],[306.35938262939453,237.93893432617188,0.301]]]}"
1090,2026-02-19 21:57:02.978175+00,Ο,"{""letter"":""Ο"",""timestamp"":""2026-02-19T21:57:03.024Z"",""num_strokes"":2,""strokes"":[[[284.92472076416016,163.42477416992188,0],[284.92472076416016,163.42477416992188,0.031],[270.69995880126953,170.24078369140625,0.097],[260.7223129272461,176.40591430664062,0.113],[251.84696197509766,183.61334228515625,0.13],[243.23296356201172,192.14419555664062,0.147],[238.81392669677734,198.45846557617188,0.163],[235.0206069946289,206.7894287109375,0.18],[233.0213165283203,216.78414916992188,0.197],[233.66622161865234,227.06607055664062,0.213],[236.59375762939453,239.70809936523438,0.23],[241.1793441772461,249.99862670898438,0.247],[247.21024322509766,258.5358581542969,0.263],[253.23047637939453,265.8402404785156,0.28],[260.22977447509766,271.0223693847656,0.297],[267.87821197509766,274.1360168457031,0.313],[275.09766387939453,275.6143493652344,0.33],[282.85868072509766,276.1051330566406,0.348],[292.03588104248047,275.8064880371094,0.364],[301.1860885620117,274.3068542480469,0.38],[312.03658294677734,270.5514831542969,0.397],[322.1122512817383,264.8913269042969,0.414],[331.0206069946289,258.4350280761719,0.431],[338.15306854248047,252.18148803710938,0.447],[343.7965316772461,245.62075805664062,0.464],[348.04830169677734,237.90838623046875,0.481],[351.08985137939453,230.69497680664062,0.497],[352.74398040771484,222.52523803710938,0.514],[352.8618698120117,213.82711791992188,0.531],[351.54085540771484,204.00289916992188,0.548],[348.90235137939453,194.41940307617188,0.564],[343.6665573120117,185.76852416992188,0.581],[335.9826126098633,178.278076171875,0.598],[326.16336822509766,170.87857055664062,0.614],[314.6885757446289,164.20562744140625,0.631],[303.15377044677734,159.67507934570312,0.648],[292.90128326416016,158.55718994140625,0.664],[282.93396759033203,163.49148559570312,0.681],[272.1026382446289,175.23153686523438,0.698],[264.57991790771484,187.0511474609375,0.71]],[[350.3189010620117,26.415130615234375,0],[350.3189010620117,26.415130615234375,0.024]]]}"
